Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1984","1984","hg/ha","31407","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1985","1985","hg/ha","35629","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1986","1986","hg/ha","37450","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1987","1987","hg/ha","31897","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1988","1988","hg/ha","37744","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1989","1989","hg/ha","29103","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1990","1990","hg/ha","34608","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1991","1991","hg/ha","40444","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1992","1992","hg/ha","45237","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1993","1993","hg/ha","43552","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1994","1994","hg/ha","42371","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1995","1995","hg/ha","45223","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1996","1996","hg/ha","40397","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1997","1997","hg/ha","45557","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1998","1998","hg/ha","60780","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","1999","1999","hg/ha","53702","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2000","2000","hg/ha","54329","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2001","2001","hg/ha","54553","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2002","2002","hg/ha","60791","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2003","2003","hg/ha","64767","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2004","2004","hg/ha","63931","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2005","2005","hg/ha","73587","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2006","2006","hg/ha","59030","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2007","2007","hg/ha","76655","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2008","2008","hg/ha","64525","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2009","2009","hg/ha","55760","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2010","2010","hg/ha","78040","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2011","2011","hg/ha","63503","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2012","2012","hg/ha","57346","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2013","2013","hg/ha","66037","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2014","2014","hg/ha","68409","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2015","2015","hg/ha","73090","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2016","2016","hg/ha","74427","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2017","2017","hg/ha","75759","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","56","Maize","2018","2018","hg/ha","60883","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1961","1961","hg/ha","102110","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1962","1962","hg/ha","82576","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1963","1963","hg/ha","87699","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1964","1964","hg/ha","83457","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1965","1965","hg/ha","122170","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1966","1966","hg/ha","90025","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1967","1967","hg/ha","110138","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1968","1968","hg/ha","98431","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1969","1969","hg/ha","115387","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1970","1970","hg/ha","123156","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1971","1971","hg/ha","109653","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1972","1972","hg/ha","91093","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1973","1973","hg/ha","130994","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1974","1974","hg/ha","171584","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1975","1975","hg/ha","121824","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1976","1976","hg/ha","141586","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1977","1977","hg/ha","158872","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1978","1978","hg/ha","138042","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1979","1979","hg/ha","154703","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1980","1980","hg/ha","139415","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1981","1981","hg/ha","192554","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1982","1982","hg/ha","177750","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1983","1983","hg/ha","184317","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1984","1984","hg/ha","185606","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1985","1985","hg/ha","211124","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1986","1986","hg/ha","188418","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1987","1987","hg/ha","199960","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1988","1988","hg/ha","256686","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1989","1989","hg/ha","211882","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1990","1990","hg/ha","202747","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1991","1991","hg/ha","205692","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1992","1992","hg/ha","199039","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1993","1993","hg/ha","210314","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1994","1994","hg/ha","230166","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1995","1995","hg/ha","274272","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1996","1996","hg/ha","228877","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1997","1997","hg/ha","268502","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1998","1998","hg/ha","293744","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","1999","1999","hg/ha","238938","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2000","2000","hg/ha","277566","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2001","2001","hg/ha","283768","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2002","2002","hg/ha","251347","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2003","2003","hg/ha","279269","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2004","2004","hg/ha","288717","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2005","2005","hg/ha","283917","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2006","2006","hg/ha","285828","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2007","2007","hg/ha","286765","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2008","2008","hg/ha","279412","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2009","2009","hg/ha","293326","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2010","2010","hg/ha","296203","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2011","2011","hg/ha","298649","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2012","2012","hg/ha","303967","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2013","2013","hg/ha","307357","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2014","2014","hg/ha","310609","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2015","2015","hg/ha","313540","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2016","2016","hg/ha","321969","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2017","2017","hg/ha","320463","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","116","Potatoes","2018","2018","hg/ha","323033","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1961","1961","hg/ha","32391","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1962","1962","hg/ha","34357","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1963","1963","hg/ha","34073","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1964","1964","hg/ha","35172","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1965","1965","hg/ha","39423","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1966","1966","hg/ha","35324","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1967","1967","hg/ha","35096","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1968","1968","hg/ha","39958","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1969","1969","hg/ha","39429","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","39941","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1971","1971","hg/ha","37306","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1972","1972","hg/ha","35379","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1973","1973","hg/ha","33965","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1974","1974","hg/ha","38210","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1975","1975","hg/ha","37946","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1976","1976","hg/ha","35407","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1977","1977","hg/ha","35320","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1978","1978","hg/ha","32632","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1979","1979","hg/ha","30469","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1980","1980","hg/ha","32360","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1981","1981","hg/ha","35000","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1982","1982","hg/ha","38486","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1983","1983","hg/ha","36602","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1984","1984","hg/ha","37419","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1985","1985","hg/ha","36782","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1986","1986","hg/ha","38849","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1987","1987","hg/ha","39185","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1988","1988","hg/ha","41810","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1989","1989","hg/ha","46711","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1990","1990","hg/ha","36709","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1991","1991","hg/ha","40294","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1992","1992","hg/ha","52075","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1993","1993","hg/ha","43559","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1994","1994","hg/ha","42989","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1995","1995","hg/ha","50306","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1996","1996","hg/ha","51031","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1997","1997","hg/ha","53703","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1998","1998","hg/ha","47762","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","1999","1999","hg/ha","57337","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2000","2000","hg/ha","47798","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2001","2001","hg/ha","57495","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2002","2002","hg/ha","57197","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2003","2003","hg/ha","54002","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2004","2004","hg/ha","62661","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2005","2005","hg/ha","60165","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2006","2006","hg/ha","70610","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2007","2007","hg/ha","65604","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2008","2008","hg/ha","68278","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2009","2009","hg/ha","68842","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2010","2010","hg/ha","57646","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2011","2011","hg/ha","67901","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2012","2012","hg/ha","66617","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2013","2013","hg/ha","67187","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2014","2014","hg/ha","65042","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2015","2015","hg/ha","66989","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","67632","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2017","2017","hg/ha","65083","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","27","Rice, paddy","2018","2018","hg/ha","69030","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1961","1961","hg/ha","12950","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1962","1962","hg/ha","15222","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1963","1963","hg/ha","15751","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1964","1964","hg/ha","18353","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1965","1965","hg/ha","13212","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1966","1966","hg/ha","11982","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1967","1967","hg/ha","12595","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1968","1968","hg/ha","9833","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1969","1969","hg/ha","13523","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1970","1970","hg/ha","13294","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1971","1971","hg/ha","12667","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1972","1972","hg/ha","15911","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1973","1973","hg/ha","16574","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1974","1974","hg/ha","14103","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1975","1975","hg/ha","16260","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1976","1976","hg/ha","17045","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1977","1977","hg/ha","13612","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1978","1978","hg/ha","17396","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1979","1979","hg/ha","16934","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1980","1980","hg/ha","15596","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1981","1981","hg/ha","14014","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1982","1982","hg/ha","20501","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1983","1983","hg/ha","18405","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1984","1984","hg/ha","23068","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1985","1985","hg/ha","16177","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1986","1986","hg/ha","17819","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1987","1987","hg/ha","18847","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1988","1988","hg/ha","18344","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1989","1989","hg/ha","18947","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1990","1990","hg/ha","18947","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1991","1991","hg/ha","18972","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1992","1992","hg/ha","21809","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1993","1993","hg/ha","23272","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1994","1994","hg/ha","20237","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1995","1995","hg/ha","21675","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1996","1996","hg/ha","19344","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1997","1997","hg/ha","22426","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1998","1998","hg/ha","26088","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","1999","1999","hg/ha","23028","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2000","2000","hg/ha","24873","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2001","2001","hg/ha","24934","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2002","2002","hg/ha","22398","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2003","2003","hg/ha","20361","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2004","2004","hg/ha","25441","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2005","2005","hg/ha","26356","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2006","2006","hg/ha","25302","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2007","2007","hg/ha","26234","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2008","2008","hg/ha","28271","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2009","2009","hg/ha","19628","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2010","2010","hg/ha","27113","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2011","2011","hg/ha","35063","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2012","2012","hg/ha","32199","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2013","2013","hg/ha","26581","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2014","2014","hg/ha","26619","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2015","2015","hg/ha","28100","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2016","2016","hg/ha","28623","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2017","2017","hg/ha","33047","Fc","Calculated data"
"QC","Crops","9","Argentina","5419","Yield","15","Wheat","2018","2018","hg/ha","31806","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1961","1961","hg/ha","12501","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1962","1962","hg/ha","12399","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1963","1963","hg/ha","12408","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1964","1964","hg/ha","9091","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1965","1965","hg/ha","12949","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1966","1966","hg/ha","13219","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1967","1967","hg/ha","13224","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1968","1968","hg/ha","13224","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1969","1969","hg/ha","13232","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1970","1970","hg/ha","12922","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1971","1971","hg/ha","13037","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1972","1972","hg/ha","12517","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1973","1973","hg/ha","12818","Fc","Calculated data"
"QC","Crops","19","Bolivia (Plurinational State of)","5419","Yield","56","Maize","1974","1974","hg/ha","12605","Fc","Calculated data"
